source_data_file,evidence_module,related_figure_or_section,raw_data_family,generating_script_or_pipeline,redistribution_status,column_count_preview,preview_columns
r39_open_model_intercomparison_pairwise_tests.csv,Open GR4J/HBV-Edu/LSTM hydrological model benchmark,Fig. 5,CAMELS-GB v2,scripts/run_r39_open_model_intercomparison.py,derived non-sensitive CSV; raw third-party data not redistributed,9,model_type; baseline_type; n; median_delta_beta_de_distance; mean_delta_beta_de_distance; fraction_model_lower_distance; wilcoxon_statistic; p_value
r39_open_model_intercomparison_rank_disagreement.csv,Open GR4J/HBV-Edu/LSTM hydrological model benchmark,Fig. 5,CAMELS-GB v2,scripts/run_r39_open_model_intercomparison.py,derived non-sensitive CSV; raw third-party data not redistributed,7,gauge_id; n_models; rank_kendall_tau_nse_vs_beta; rank_kendall_p; best_nse_model; best_beta_model; best_nse_is_best_beta
r39_open_model_intercomparison_run_manifest.csv,Open GR4J/HBV-Edu/LSTM hydrological model benchmark,Fig. 5,CAMELS-GB v2,scripts/run_r39_open_model_intercomparison.py,derived non-sensitive CSV; raw third-party data not redistributed,47,created_utc; command_line; python_version; platform; processor; cpu_count; rrmpg_available; rrmpg_version
r39_open_model_intercomparison_summary.csv,Open GR4J/HBV-Edu/LSTM hydrological model benchmark,Fig. 5,CAMELS-GB v2,scripts/run_r39_open_model_intercomparison.py,derived non-sensitive CSV; raw third-party data not redistributed,9,model_type; model_label; n_gauges; median_eval_nse; median_eval_kge; median_beta_de_distance; median_abs_log10_tau_error; spearman_nse_vs_beta_de_distance
final_extreme_hardening_cluster_bootstrap_draws.csv,final hardening: cluster bootstrap, forcing-side control and slow-memory support audit,Fig. 3; Methods: robustness hardening controls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK; CAMELS-GB v2 meteorological forcing,scripts/run_final_extreme_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,10,archive; draw; n_clusters; raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins
final_extreme_hardening_cluster_bootstrap_summary.csv,final hardening: cluster bootstrap, forcing-side control and slow-memory support audit,Fig. 3; Methods: robustness hardening controls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK; CAMELS-GB v2 meteorological forcing,scripts/run_final_extreme_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,15,archive; n_gauges; n_clusters; cluster_scheme; observed_fraction; cluster_bootstrap_median_fraction; cluster_ci_low_fraction; cluster_ci_high_fraction
final_extreme_hardening_forcing_control_summary.csv,final hardening: cluster bootstrap, forcing-side control and slow-memory support audit,Fig. 3; Methods: robustness hardening controls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK; CAMELS-GB v2 meteorological forcing,scripts/run_final_extreme_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,13,archive; forcing_product; analysis; n_gauges; raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins
final_extreme_hardening_forcing_precipitation_curves.csv,final hardening: cluster bootstrap, forcing-side control and slow-memory support audit,Fig. 3; Methods: robustness hardening controls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK; CAMELS-GB v2 meteorological forcing,scripts/run_final_extreme_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,7,gauge_id_str; frequency_cpd; de; beta; tau_acf_p_days; archive; forcing_product
final_extreme_hardening_forcing_precipitation_summary.csv,final hardening: cluster bootstrap, forcing-side control and slow-memory support audit,Fig. 3; Methods: robustness hardening controls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK; CAMELS-GB v2 meteorological forcing,scripts/run_final_extreme_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,6,archive; forcing_product; gauge_id_str; tau_acf_p_days; n_precip_beta_rows; precip_missing_after_processing
final_extreme_hardening_forcing_q_minus_p_contrast.csv,final hardening: cluster bootstrap, forcing-side control and slow-memory support audit,Fig. 3; Methods: robustness hardening controls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK; CAMELS-GB v2 meteorological forcing,scripts/run_final_extreme_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,15,gauge_id; tau_acf_q_days; frequency; frequency_cpd; de_q; beta_q; de_constant_tau; gauge_id_str
final_extreme_hardening_slow_memory_support_audit.csv,final hardening: cluster bootstrap, forcing-side control and slow-memory support audit,Fig. 3; Methods: robustness hardening controls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK; CAMELS-GB v2 meteorological forcing,scripts/run_final_extreme_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,12,archive; audit_type; nperseg; tau_threshold_days; n_gauges; median_tau_days; q95_tau_days; max_tau_days
final_model_ensemble_hardening_lstm_seed_metrics.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,16,gauge_id; model_type; model_label; n_eval_years; train_nse; eval_nse; eval_kge; obs_tau_eval_days
final_model_ensemble_hardening_lstm_seed_summary.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,6,seed_index; n_gauges; median_eval_nse; median_eval_kge; median_beta_de_distance; median_abs_log10_tau_error
final_model_ensemble_hardening_lstm_training_log.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,4,epoch; mean_masked_mse; seed_index; seed
final_model_ensemble_hardening_rrmpg_512_metrics.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,33,gauge_id; model_type; model_label; n_eval_years; train_nse; eval_nse; eval_kge; obs_tau_eval_days
final_model_ensemble_hardening_rrmpg_512_summary.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,9,model_type; model_label; n_gauges; median_eval_nse; median_eval_kge; median_beta_de_distance; median_abs_log10_tau_error; spearman_nse_vs_beta_de_distance
final_model_ensemble_hardening_rrmpg_512_vs_128_paired_delta.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,5,gauge_id; model_type; delta_512_minus_128_eval_nse; delta_512_minus_128_eval_kge; delta_512_minus_128_beta_de_distance
final_model_ensemble_hardening_seasonal_ar1_draw_summary.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,6,draw; n_gauges; median_eval_nse; median_eval_kge; median_beta_de_distance; median_abs_log10_tau_error
final_model_ensemble_hardening_seasonal_ar1_metrics.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,14,gauge_id; model_type; model_label; n_eval_years; train_nse; eval_nse; eval_kge; obs_tau_eval_days
final_model_ensemble_hardening_summary.csv,final model ensemble and calibration-budget sensitivity,Fig. 5; Fig. S10; Methods: model ensemble sensitivity,CAMELS-GB v2; RRMPG GR4J/HBV-Edu outputs; seasonal AR(1) null draws; global LSTM seed sensitivity,scripts/run_final_model_ensemble_hardening.py,derived non-sensitive CSV; raw third-party data not redistributed,7,analysis; metric; n_draws; median; q05; q95; interpretation
synthetic_reservoir_process_control_metrics.csv,Synthetic storage and process controls,Supplementary tables and source-data checks,Synthetic simulations,scripts/run_synthetic_reservoir_process_control.py,derived non-sensitive CSV; raw third-party data not redistributed,7,scenario_group; n_series; raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_vs_raw; raw_bins_used; de_bins_used
final_all_archive_ar1_floor_summary.csv,All-archive analytic AR(1) companion check,Fig. 4 companion; Methods: analytic stochastic-memory nulls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK,scripts/run_final_all_archive_ar1_floor.py,derived non-sensitive CSV; raw third-party data not redistributed,12,archive; gauge_count; tau_median_days; observed_reduction_pct; analytic_ar1_reduction_pct; null_adjusted_reduction_pct; observed_raw_bins; observed_de_bins
final_all_archive_ar1_floor_curves.csv,All-archive analytic AR(1) companion curves,Fig. 4 companion; Methods: analytic stochastic-memory nulls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK,scripts/run_final_all_archive_ar1_floor.py,derived non-sensitive CSV; raw third-party data not redistributed,7,archive; gauge_id; tau_acf_days; frequency; frequency_cpd; de; analytic_ar1_beta
